"Shoulder"|"34282098"|"14274508"
"Toeslope"|"34282052"|"14274489"
"Backslope"|"34282044"|"14274486"
"Shoulder"|"34282084"|"14274501"
"Shoulder"|"34282100"|"14274509"
"Backslope"|"34282102"|"14274510"
"Backslope"|"34282042"|"14274485"
"Backslope"|"34282104"|"14274511"
"Shoulder"|"34282046"|"14274487"
