0|0|0|200|200|200|"Moist"|"230656101"|"144678283"
0|0|0|200|200|200|"Moist"|"230656104"|"144678286"
0|0|0|200|200|200|"Moist"|"230656100"|"144678282"
0|0|0|200|200|200|"Moist"|"230656099"|"144678281"
0|0|0|200|200|200|"Moist"|"230656094"|"144678276"
0|0|0|200|200|200|"Moist"|"230656105"|"144678287"
0|0|0|200|200|200|"Moist"|"230656098"|"144678280"
0|0|0|200|200|200|"Moist"|"230656097"|"144678279"
0|0|0|200|200|200|"Moist"|"230656102"|"144678284"
0|0|0|200|200|200|"Moist"|"230656096"|"144678278"
0|0|0|200|200|200|"Moist"|"230656103"|"144678285"
0|0|0|200|200|200|"Moist"|"230656095"|"144678277"
0|0|0|200|200|200|"Moist"|"230656112"|"144678294"
0|0|0|200|200|200|"Moist"|"230656113"|"144678295"
0|0|0|200|200|200|"Moist"|"230656116"|"144678298"
0|0|0|200|200|200|"Moist"|"230656111"|"144678293"
0|0|0|200|200|200|"Moist"|"230656106"|"144678288"
0|0|0|200|200|200|"Moist"|"230656117"|"144678299"
0|0|0|200|200|200|"Moist"|"230656110"|"144678292"
0|0|0|200|200|200|"Moist"|"230656109"|"144678291"
0|0|0|200|200|200|"Moist"|"230656108"|"144678290"
0|0|0|200|200|200|"Moist"|"230656107"|"144678289"
0|0|0|200|200|200|"Moist"|"230656115"|"144678297"
0|0|0|200|200|200|"Moist"|"230656114"|"144678296"
0|0|0|200|200|200|"Moist"|"230656080"|"144678262"
0|0|0|200|200|200|"Moist"|"230656075"|"144678257"
0|0|0|200|200|200|"Moist"|"230656071"|"144678253"
0|0|0|200|200|200|"Moist"|"230656081"|"144678263"
0|0|0|200|200|200|"Moist"|"230656072"|"144678254"
0|0|0|200|200|200|"Moist"|"230656074"|"144678256"
0|0|0|200|200|200|"Moist"|"230656077"|"144678259"
0|0|0|200|200|200|"Moist"|"230656073"|"144678255"
0|0|0|200|200|200|"Moist"|"230656070"|"144678252"
0|0|0|200|200|200|"Moist"|"230656079"|"144678261"
0|0|0|200|200|200|"Moist"|"230656078"|"144678260"
0|0|0|200|200|200|"Moist"|"230656076"|"144678258"
0|0|0|200|200|200|"Moist"|"230656092"|"144678274"
0|0|0|200|200|200|"Moist"|"230656087"|"144678269"
0|0|0|200|200|200|"Moist"|"230656093"|"144678275"
0|0|0|200|200|200|"Moist"|"230656086"|"144678268"
0|0|0|200|200|200|"Moist"|"230656089"|"144678271"
0|0|0|200|200|200|"Moist"|"230656085"|"144678267"
0|0|0|200|200|200|"Moist"|"230656082"|"144678264"
0|0|0|200|200|200|"Moist"|"230656084"|"144678266"
0|0|0|200|200|200|"Moist"|"230656083"|"144678265"
0|0|0|200|200|200|"Moist"|"230656091"|"144678273"
0|0|0|200|200|200|"Moist"|"230656090"|"144678272"
0|0|0|200|200|200|"Moist"|"230656088"|"144678270"
0|0|0|200|200|200|"Moist"|"230656160"|"144678342"
0|0|0|200|200|200|"Moist"|"230656161"|"144678343"
0|0|0|200|200|200|"Moist"|"230656164"|"144678346"
0|0|0|200|200|200|"Moist"|"230656159"|"144678341"
0|0|0|200|200|200|"Moist"|"230656154"|"144678336"
0|0|0|200|200|200|"Moist"|"230656165"|"144678347"
0|0|0|200|200|200|"Moist"|"230656158"|"144678340"
0|0|0|200|200|200|"Moist"|"230656157"|"144678339"
0|0|0|200|200|200|"Moist"|"230656156"|"144678338"
0|0|0|200|200|200|"Moist"|"230656155"|"144678337"
0|0|0|200|200|200|"Moist"|"230656163"|"144678345"
0|0|0|200|200|200|"Moist"|"230656162"|"144678344"
0|0|0|200|200|200|"Moist"|"230656176"|"144678358"
0|0|0|200|200|200|"Moist"|"230656171"|"144678353"
0|0|0|200|200|200|"Moist"|"230656167"|"144678349"
0|0|0|200|200|200|"Moist"|"230656177"|"144678359"
0|0|0|200|200|200|"Moist"|"230656175"|"144678357"
0|0|0|200|200|200|"Moist"|"230656168"|"144678350"
0|0|0|200|200|200|"Moist"|"230656170"|"144678352"
0|0|0|200|200|200|"Moist"|"230656173"|"144678355"
0|0|0|200|200|200|"Moist"|"230656169"|"144678351"
0|0|0|200|200|200|"Moist"|"230656166"|"144678348"
0|0|0|200|200|200|"Moist"|"230656174"|"144678356"
0|0|0|200|200|200|"Moist"|"230656172"|"144678354"
0|0|0|200|200|200|"Moist"|"230656341"|"144678523"
0|0|0|200|200|200|"Moist"|"230656344"|"144678526"
0|0|0|200|200|200|"Moist"|"230656340"|"144678522"
0|0|0|200|200|200|"Moist"|"230656339"|"144678521"
0|0|0|200|200|200|"Moist"|"230656334"|"144678516"
0|0|0|200|200|200|"Moist"|"230656345"|"144678527"
0|0|0|200|200|200|"Moist"|"230656338"|"144678520"
0|0|0|200|200|200|"Moist"|"230656337"|"144678519"
0|0|0|200|200|200|"Moist"|"230656342"|"144678524"
0|0|0|200|200|200|"Moist"|"230656336"|"144678518"
0|0|0|200|200|200|"Moist"|"230656343"|"144678525"
0|0|0|200|200|200|"Moist"|"230656335"|"144678517"
0|0|0|200|200|200|"Moist"|"230656332"|"144678514"
0|0|0|200|200|200|"Moist"|"230656327"|"144678509"
0|0|0|200|200|200|"Moist"|"230656333"|"144678515"
0|0|0|200|200|200|"Moist"|"230656326"|"144678508"
0|0|0|200|200|200|"Moist"|"230656329"|"144678511"
0|0|0|200|200|200|"Moist"|"230656325"|"144678507"
0|0|0|200|200|200|"Moist"|"230656322"|"144678504"
0|0|0|200|200|200|"Moist"|"230656324"|"144678506"
0|0|0|200|200|200|"Moist"|"230656323"|"144678505"
